0.000000000000000000e+00	0.000000000000000000e+00	9.687500000000000000e-01	1.601975032333569082e-02
0.000000000000000000e+00	0.000000000000000000e+00	9.843750000000000000e-01	1.601975032333569082e-02
0.000000000000000000e+00	0.000000000000000000e+00	9.921875000000000000e-01	1.601975032333569082e-02
0.000000000000000000e+00	0.000000000000000000e+00	9.960937500000000000e-01	1.601975032333569082e-02
0.000000000000000000e+00	5.000000000000000000e-01	9.980468750000000000e-01	1.601975032333569082e-02
5.675739699229731539e-02	2.550739699229731539e-02	8.182426030077026846e-01	1.610391581779013759e-02
2.136760300770268461e-02	8.800739699229731539e-02	8.338676030077026846e-01	1.610391581779013759e-02
9.168010300770268461e-02	2.550739699229731539e-02	8.416801030077026846e-01	1.610391581779013759e-02
1.151176030077026846e-01	1.378864699229731539e-02	8.455863530077026846e-01	1.610391581779013759e-02
9.949260300770268461e-02	1.836353007702684614e-03	8.475394780077026846e-01	1.610391581779013759e-02
2.408218722271516787e-01	5.332187222715167874e-02	7.408218722271516787e-01	2.484710177094173744e-04
1.314468722271516787e-01	1.314468722271516787e-01	7.564468722271516787e-01	2.484710177094173744e-04
1.392593722271516787e-01	2.988437222715167874e-02	7.642593722271516787e-01	2.484710177094173744e-04
1.353531222271516787e-01	1.816562222715167874e-02	7.681656222271516787e-01	2.484710177094173744e-04
1.255874972271516787e-01	3.379062222715167874e-02	7.701187472271516787e-01	2.484710177094173744e-04
3.052493033972778491e-01	3.850069660272215089e-02	6.802493033972778491e-01	7.077539379930497532e-04
1.333743033972778491e-01	7.087430339727784911e-02	6.958743033972778491e-01	7.077539379930497532e-04
8.649930339727784911e-02	3.850069660272215089e-02	7.036868033972778491e-01	7.077539379930497532e-04
1.177493033972778491e-01	2.399930339727784911e-02	7.075930533972778491e-01	7.077539379930497532e-04
1.724368033972778491e-01	1.618680339727784911e-02	7.095461783972778491e-01	7.077539379930497532e-04
1.622870793518860211e-03	2.962712920648113979e-02	6.266228707935188602e-01	9.024475448360380625e-04
1.734978707935188602e-01	7.650212920648113979e-02	6.422478707935188602e-01	9.024475448360380625e-04
1.969353707935188602e-01	9.435370793518860211e-03	6.500603707935188602e-01	9.024475448360380625e-04
1.930291207935188602e-01	2.181462920648113979e-02	6.539666207935188602e-01	9.024475448360380625e-04
1.891228707935188602e-01	3.677912079351886021e-02	6.559197457935188602e-01	9.024475448360380625e-04
