len_x	len_y	TJ	J1	J2	J3	J4	trueED	TED[0]	TED[1]	TED[2]	ED1[0]	ED1[1]	ED1[2]	ED2[0]	ED2[1]	ED2[2]	ED3[0]	ED3[1]	ED3[2]	ED4[0]	ED4[1]	ED4[2]
25977	5565	0.0	0.0	0.0	0.0078125	0.0005667300362653126	20412.0	20412.0	0.0	1623.5625	20412.0	0.0	1623.5625	20412.0	0.0	1623.5625	20412.0	123.69411764705882	1608.280523255814	20412.0	8.940432807844953	1622.4458953881297
4563	5178	0.0	0.0	0.0	0.0078125	0.0005909090350362508	2617.0	615.0000000000001	0.0	323.625	615.0000000000001	0.0	323.625	615.0000000000001	0.0	323.625	615.0000000000001	38.199999999999996	318.90552325581393	615.0000000000001	2.8788730311864845	323.265459648749
18451	19558	0.0	0.0	0.0	0.0078125	-0.0005722062645118087	9924.0	1106.999999999999	0.0	1222.375	1106.999999999999	0.0	1222.375	1106.999999999999	0.0	1222.375	1106.999999999999	149.05490196078432	1203.9597868217054	1106.999999999999	-10.871383617009887	1223.7350899962555
2350	2749	0.0	0.0	0.0	0.0078125	0.00012400617260475744	1383.0	399.0	0.0	171.8125	399.0	0.0	171.8125	399.0	0.0	171.8125	399.0	19.99607843137255	169.3420542635659	399.0	0.3161733407787639	171.77298568288728
1777	20316	0.0	0.0	0.0	0.0078125	0.0014255878830952613	18539.0	18539.0	0.0	1269.75	18539.0	0.0	1269.75	18539.0	0.0	1269.75	18539.0	86.6392156862745	1259.046027131783	18539.0	15.75898946282582	1267.7843326627117
2031	18631	0.0	0.0	0.0	0.0078125	0.0009358782651009402	16600.0	16600.0	0.0	1164.4375	16600.0	0.0	1164.4375	16600.0	0.0	1164.4375	16600.0	81.02745098039215	1154.4268410852712	16600.0	9.673084771654949	1163.2300602220498
7634	2590	0.0	0.0	0.0	0.0078125	0.0010554735730217515	5169.0	5044.0	0.0	477.125	5044.0	0.0	477.125	5044.0	0.0	477.125	5044.0	40.09411764705882	472.17151162790697	5044.0	5.398429855311239	476.45126349791224
1986	772	0.0	0.0	0.0	0.0078125	0.0034103712236925204	1282.0	1214.0	0.0	124.125	1214.0	0.0	124.125	1214.0	0.0	124.125	1214.0	10.815686274509803	122.78875968992249	1214.0	4.7109349359431	123.53913527650997
4049	4665	0.0	0.0	0.0	0.0078125	0.005807157448978338	2379.0	615.9999999999998	0.0	291.5625	615.9999999999998	0.0	291.5625	615.9999999999998	0.0	291.5625	615.9999999999998	34.17254901960784	287.3406007751938	615.9999999999998	25.375464664522553	288.41803726454737
15150	3075	0.0	0.0	0.0	0.0078125	0.0002676230981777279	12075.0	12075.0	0.0	946.875	12075.0	0.0	946.875	12075.0	0.0	946.875	12075.0	71.47058823529412	938.0450581395348	12075.0	2.439041854113337	946.5702421249787
7624	1828	0.0	0.0	0.0	0.0078125	-0.0033249018645514984	5796.0	5796.0	0.0	476.5	5796.0	0.0	476.5	5796.0	0.0	476.5	5796.0	37.06666666666667	471.92054263565893	5796.0	-15.687406668030127	478.4707382878917
14092	7692	0.0	0.0	0.0	0.0078125	0.0019383664250705035	7848.0	6400.0	0.0	880.75	6400.0	0.0	880.75	6400.0	0.0	880.75	6400.0	85.42745098039215	870.1957364341085	6400.0	21.133169014504453	878.1160197311839
14347	11471	0.0	0.0	0.0	0.0078125	-0.0007747646981428437	7176.0	2876.000000000001	0.0	896.6875	2876.000000000001	0.0	896.6875	2876.000000000001	0.0	896.6875	2876.000000000001	101.2470588235294	884.1787790697674	2876.000000000001	-9.997564608263025	897.938649032143
9143	17166	0.0	0.0	0.0	0.0078125	-0.0022190872785092623	9600.0	8023.0	0.0	1072.875	8023.0	0.0	1072.875	8023.0	0.0	1072.875	8023.0	103.17254901960783	1060.1283914728683	8023.0	-29.15863083178132	1076.5319881264727
8335	21830	0.0	0.0	0.0	0.0078125	-0.0019620803309778243	14075.0	13495.0	0.0	1364.375	13495.0	0.0	1364.375	13495.0	0.0	1364.375	13495.0	118.29411764705883	1349.7601744186047	13495.0	-29.56407304885666	1368.0814068419597
2653	6842	0.0	0.0	0.0	0.0078125	0.0028962945899623474	4387.0	4189.0	0.0	427.625	4189.0	0.0	427.625	4189.0	0.0	427.625	4189.0	37.23529411764706	423.02470930232556	4189.0	13.770099698476214	425.91119386670135
4730	19966	0.0	0.0	0.0	0.0078125	-0.002988478768253689	15236.0	15236.0	0.0	1247.875	15236.0	0.0	1247.875	15236.0	0.0	1247.875	15236.0	96.84705882352941	1235.9098837209303	15236.0	-36.84667807284586	1252.5015433052376
1582	1595	0.0	0.0	0.0	0.0078125	0.006174031964963689	849.0	12.999999999999961	0.0	99.6875	12.999999999999961	0.0	99.6875	12.999999999999961	0.0	99.6875	12.999999999999961	12.458823529411765	98.14825581395348	12.999999999999961	9.837819281700195	98.46909127238756
1511	1596	0.009520682862770847	0.0	0.0078125	0.0078125	0.00430441191097149	441.0	85.00000000000006	14.861124855682004	97.91863821138212	85.00000000000006	0.0	99.75	85.00000000000006	12.184313725490195	98.24467054263566	85.00000000000006	12.184313725490195	98.24467054263566	85.00000000000006	6.701326538580196	98.91771949017799
1453	1544	0.0	0.0	0.0	0.0078125	-0.009323914015032882	796.0	90.99999999999999	0.0	96.5	90.99999999999999	0.0	96.5	90.99999999999999	0.0	96.5	90.99999999999999	11.752941176470587	95.04796511627907	90.99999999999999	-13.907051077303054	98.26292298628005
1449	30223	0.0	0.0	0.0	0.0078125	-0.0035875560194829955	28774.0	28774.0	0.0	1888.9375	28774.0	0.0	1888.9375	28774.0	0.0	1888.9375	28774.0	124.20392156862745	1873.59253875969	28774.0	-56.71081051970786	1896.06463614073
